funzione	header	riga	deprecated	firma
ZwDatumPlaneCreateByOffsetPlane	zwapi_datum.h	276		ZW_API_C ezwErrors ZwDatumPlaneCreateByOffsetPlane(szwEntityHandle originPlane, szwPoint origin, double offset, szwEntityHandle *plane);
ZwDatumPlaneCreateByThreePoints	zwapi_datum.h	304		ZW_API_C ezwErrors ZwDatumPlaneCreateByThreePoints(szwPoint origin, szwPoint xPoint, szwPoint yPoint, int flip, szwEntityHandle *plane);
ZwDefaultCSYSGet	zwapi_datum.h	639		ZW_API_C ezwErrors ZwDefaultCSYSGet(szwEntityHandle *csys);
ZwDimensionTextPointGet	zwapi_dimension.h	40		ZW_API_C ezwErrors ZwDimensionTextPointGet(szwEntityHandle dimensionHandle, szwPoint *textPoint);
ZwDisplayState	zwapi_display.h	754		ZW_API_C ezwErrors ZwDisplayState(ezwDisplayOption option, zwDisplayState state);
ZwDocumentReactorSet	zwapi_global_apply.h	1206		ZW_API_C ezwErrors ZwDocumentReactorSet(ezwDocumentReactorType type, szwDocumentReactorData data);
ZwDrawingAutoBalloonCreate	zwapi_drawing_dimension.h	779		ZW_API_C ezwErrors ZwDrawingAutoBalloonCreate(szwDrawingAutoBalloonData autoBalloonData, int *dimensionCount, szwEntityHandle **dimensionList);
ZwDrawingAutoBalloonInit	zwapi_drawing_dimension.h	745		ZW_API_C ezwErrors ZwDrawingAutoBalloonInit(szwDrawingAutoBalloonData *data);
ZwDrawingBreakLineAttributeGet	zwapi_drawing_general.h	178		ZW_API_C ezwErrors ZwDrawingBreakLineAttributeGet(szwEntityHandle breakLineHandle, szwBreakLineAttribute *data);
ZwDrawingBreakLineAttributeSet	zwapi_drawing_general.h	142		ZW_API_C ezwErrors ZwDrawingBreakLineAttributeSet(szwEntityHandle breakLineHandle, szwBreakLineAttribute data);
ZwDrawingCrossHatchCreate	zwapi_drawing_wireframe.h	98		ZW_API_C ezwErrors ZwDrawingCrossHatchCreate(int entityCount, const szwEntityHandle *entityList, int insideCount, const szwPoint2 *insideList, int isSplit, szwCrossHatchData data, szwEntityHandle *hatch);
ZwDrawingCrossHatchInit	zwapi_drawing_wireframe.h	42		ZW_API_C ezwErrors ZwDrawingCrossHatchInit(szwCrossHatchData *data);
ZwDrawingDimensionAngularCreate	zwapi_drawing_dimension.h	946		ZW_API_C ezwErrors ZwDrawingDimensionAngularCreate(szwDrawingAngularDimensionData data, szwEntityHandle *dimension);
ZwDrawingDimensionArcCreate	zwapi_drawing_dimension.h	972		ZW_API_C ezwErrors ZwDrawingDimensionArcCreate(szwDrawingArcDimensionData data, szwEntityHandle *dimension);
ZwDrawingDimensionAutoCreate	zwapi_drawing_dimension.h	514		ZW_API_C ezwErrors ZwDrawingDimensionAutoCreate(szwEntityHandle viewHandle, szwAutoDimensionData data, int *count, szwEntityHandle **handleList);
ZwDrawingDimensionAutoInit	zwapi_drawing_dimension.h	484		ZW_API_C ezwErrors ZwDrawingDimensionAutoInit(szwAutoDimensionData *data);
ZwDrawingDimensionBalloonCreate	zwapi_drawing_dimension.h	1004		ZW_API_C ezwErrors ZwDrawingDimensionBalloonCreate(szwDrawingBalloonDimension data, szwEntityHandle *balloon);
ZwDrawingDimensionBaseLineCreate	zwapi_drawing_dimension.h	1087		ZW_API_C ezwErrors ZwDrawingDimensionBaseLineCreate(szwDrawingBaseLineDimension data, int *count, szwEntityHandle **baseLine);
ZwDrawingDimensionCenterLineCreate	zwapi_drawing_dimension.h	571		ZW_API_C ezwErrors ZwDrawingDimensionCenterLineCreate(szwDrawingCenterLine centerLine, szwEntityHandle *dimensionHandle);
ZwDrawingDimensionCenterLineInit	zwapi_drawing_dimension.h	531		ZW_API_C ezwErrors ZwDrawingDimensionCenterLineInit(szwDrawingCenterLine *data);
ZwDrawingDimensionCenterMarkCircleCreate	zwapi_drawing_dimension.h	1112		ZW_API_C ezwErrors ZwDrawingDimensionCenterMarkCircleCreate(szwCenterMarkCircleDimension data, szwEntityHandle *circle);
ZwDrawingDimensionCenterMarkCreate	zwapi_drawing_dimension.h	682		ZW_API_C ezwErrors ZwDrawingDimensionCenterMarkCreate(szwDrawingCenterMark data, int *countDimension, szwEntityHandle **dimensionList);
ZwDrawingDimensionCenterMarkInit	zwapi_drawing_dimension.h	642		ZW_API_C ezwErrors ZwDrawingDimensionCenterMarkInit(szwDrawingCenterMark *data);
ZwDrawingDimensionContinuousCreate	zwapi_drawing_dimension.h	625		ZW_API_C ezwErrors ZwDrawingDimensionContinuousCreate(szwDrawingLineGroupDimension data, int *countDimension, szwEntityHandle **dimensionList);
ZwDrawingDimensionContinuousInit	zwapi_drawing_dimension.h	589		ZW_API_C ezwErrors ZwDrawingDimensionContinuousInit(szwDrawingLineGroupDimension *data);
ZwDrawingDimensionDatumFeatureCreate	zwapi_drawing_dimension.h	1055		ZW_API_C ezwErrors ZwDrawingDimensionDatumFeatureCreate(szwDrawingDatumFeatureDimension data, szwEntityHandle *datumFeature);
ZwDrawingDimensionDatumTargetCreate	zwapi_drawing_dimension.h	262		ZW_API_C ezwErrors ZwDrawingDimensionDatumTargetCreate(szwDatumTargetData data, szwEntityHandle *dimension);
ZwDrawingDimensionEntityGet	zwapi_drawing_dimension.h	64		ZW_API_C ezwErrors ZwDrawingDimensionEntityGet(szwEntityHandle dimensionHandle, int *count, szwEntityHandle **entityList);
ZwDrawingDimensionFeatureControlCreate	zwapi_drawing_dimension.h	313		ZW_API_C ezwErrors ZwDrawingDimensionFeatureControlCreate(const szwPointOnEntity *leaderPoint, szwPointOnEntity locationPoint, szwDrawingFeatureControlData data, szwEntityHandle *featureControl);
ZwDrawingDimensionHoleCalloutCreate	zwapi_drawing_dimension.h	215		ZW_API_C ezwErrors ZwDrawingDimensionHoleCalloutCreate(szwDrawingHoleCalloutData data, int *count, szwEntityHandle **dimensions);
ZwDrawingDimensionHoleCalloutInit	zwapi_drawing_dimension.h	154		ZW_API_C ezwErrors ZwDrawingDimensionHoleCalloutInit(szwDrawingHoleCalloutData *data);
ZwDrawingDimensionIntersectionSymbolCreate	zwapi_drawing_dimension.h	355		ZW_API_C ezwErrors ZwDrawingDimensionIntersectionSymbolCreate(szwEntityHandle curve1, szwEntityHandle curve2, szwEntityHandle *dimension);
ZwDrawingDimensionLabelCoordinateCreate	zwapi_drawing_dimension.h	1030		ZW_API_C ezwErrors ZwDrawingDimensionLabelCoordinateCreate(szwDrawingLabelCoordinateDimension data, szwEntityHandle *coordinate);
ZwDrawingDimensionLabelCreate	zwapi_drawing_dimension.h	728		ZW_API_C ezwErrors ZwDrawingDimensionLabelCreate(szwDimensionLabel label, szwEntityHandle *dimension);
ZwDrawingDimensionLabelInit	zwapi_drawing_dimension.h	699		ZW_API_C ezwErrors ZwDrawingDimensionLabelInit(szwDimensionLabel *data);
ZwDrawingDimensionLinearChamferCreate	zwapi_drawing_dimension.h	830		ZW_API_C ezwErrors ZwDrawingDimensionLinearChamferCreate(szwDrawingLinearChamferDimensionData data, szwEntityHandle *dimension);
ZwDrawingDimensionLinearChamferInit	zwapi_drawing_dimension.h	801		ZW_API_C ezwErrors ZwDrawingDimensionLinearChamferInit(szwDrawingLinearChamferDimensionData *data);
ZwDrawingDimensionLinearCreate	zwapi_drawing_dimension.h	862		ZW_API_C ezwErrors ZwDrawingDimensionLinearCreate(szwDrawingLinearDimension data, szwEntityHandle *dimension);
ZwDrawingDimensionLinearOffsetCreate	zwapi_drawing_dimension.h	893		ZW_API_C ezwErrors ZwDrawingDimensionLinearOffsetCreate(szwDrawingLinearOffsetDimension data, szwEntityHandle *dimension);
ZwDrawingDimensionOrdinateCreate	zwapi_drawing_dimension.h	408		ZW_API_C ezwErrors ZwDrawingDimensionOrdinateCreate(szwDrawingDimensionOrdinate data, int *numberDimension, szwEntityHandle **dimensionList);
ZwDrawingDimensionOrdinateInit	zwapi_drawing_dimension.h	376		ZW_API_C ezwErrors ZwDrawingDimensionOrdinateInit(szwDrawingDimensionOrdinate *data);
ZwDrawingDimensionRadialCreate	zwapi_drawing_dimension.h	919		ZW_API_C ezwErrors ZwDrawingDimensionRadialCreate(szwRadialDimensionData data, szwEntityHandle *dimension);
ZwDrawingDimensionReferenceStateGet	zwapi_drawing_dimension.h	84		ZW_API_C ezwErrors ZwDrawingDimensionReferenceStateGet(szwEntityHandle dimension, int *state);
ZwDrawingDimensionReferenceStateSet	zwapi_drawing_dimension.h	131		ZW_API_C ezwErrors ZwDrawingDimensionReferenceStateSet(int count, const szwEntityHandle *dimensions, int state);
ZwDrawingDimensionSymmetryCreate	zwapi_drawing_dimension.h	459		ZW_API_C ezwErrors ZwDrawingDimensionSymmetryCreate(szwDrawingDimensionSymmetryData symmetryData, szwEntityHandle *dimension);
ZwDrawingDimensionSymmetryInit	zwapi_drawing_dimension.h	429		ZW_API_C ezwErrors ZwDrawingDimensionSymmetryInit(szwDrawingDimensionSymmetryData *data);
ZwDrawingDimensionTextPositionPointsGet	zwapi_drawing_dimension.h	104		ZW_API_C ezwErrors ZwDrawingDimensionTextPositionPointsGet(szwEntityHandle dimension, szwDrawingDimensionTextPositionPoints *positionPoints);
ZwDrawingDiscreteEntityGet	zwapi_drawing_general.h	272		ZW_API_C ezwErrors ZwDrawingDiscreteEntityGet(szwEntityHandle drawingViewHandle, const zwPath fileName, const szwEntityHandle *sketchHandle, szwEntityHandle entityHandle, szwEntityHandle *discreteEntityHandle);
ZwDrawingDiscreteProjectionStateCheck	zwapi_drawing_view.h	1253		ZW_API_C ezwErrors ZwDrawingDiscreteProjectionStateCheck(int *isInCalculating);
ZwDrawingEntityComponentGet	zwapi_drawing_general.h	227		ZW_API_C ezwErrors ZwDrawingEntityComponentGet(szwEntityHandle entityHandle, szwEntityHandle *componentHandle, int nFileBytes, char *file, int nParentBytes, char *parent);
ZwDrawingGeometryParentViewGet	zwapi_drawing_general.h	40		ZW_API_C ezwErrors ZwDrawingGeometryParentViewGet(szwEntityHandle geometryHandle, szwEntityHandle *viewHandle);
ZwDrawingHatchAssociateCurveListGet	zwapi_drawing_general.h	66		ZW_API_C ezwErrors ZwDrawingHatchAssociateCurveListGet(szwEntityHandle hatchHandle, int *countCurve, szwEntityHandle **curveList);
ZwDrawingHatchAttributeGet	zwapi_drawing_general.h	105		ZW_API_C ezwErrors ZwDrawingHatchAttributeGet(szwEntityHandle hatchHandle, szwCrossHatchData *hatchAttribute);
ZwDrawingHatchAttributeSet	zwapi_drawing_general.h	85		ZW_API_C ezwErrors ZwDrawingHatchAttributeSet(szwEntityHandle hatchHandle, szwCrossHatchData hatchAttribute);
ZwDrawingRegen	zwapi_drawing_general.h	302		ZW_API_C ezwErrors ZwDrawingRegen(int count, const szwEntityHandle *viewList, int regenUnmodifiedViews, int regenTables, int promptViewRegen, int regenSketch, int regenAllSheets);
ZwDrawingRotateViewDataInit	zwapi_drawing_view.h	784		ZW_API_C ezwErrors ZwDrawingRotateViewDataInit(szwDrawingRotateViewData *data);
ZwDrawingSheetActivate	zwapi_drawing_sheet.h	36		ZW_API_C ezwErrors ZwDrawingSheetActivate(const zwString256 sheetName);
ZwDrawingSheetActivateByHandle	zwapi_drawing_sheet.h	58		ZW_API_C ezwErrors ZwDrawingSheetActivateByHandle(const szwEntityHandle *sheetHandle);
ZwDrawingSheetDimensionListGet	zwapi_drawing_sheet.h	131		ZW_API_C ezwErrors ZwDrawingSheetDimensionListGet(const szwEntityHandle *sheetHandle, int viewDimension, int dimensionTypeCount, const ezwDimensionType *dimensionTypeList, int *count, szwEntityHandle **dimensions);
ZwDrawingSheetListGet	zwapi_drawing_sheet.h	84		ZW_API_C ezwErrors ZwDrawingSheetListGet(int *count, szwEntityHandle **sheetList);
ZwDrawingSheetModifiedStateCheck	zwapi_drawing_sheet.h	195		ZW_API_C ezwErrors ZwDrawingSheetModifiedStateCheck(szwEntityHandle sheet, int *modified);
ZwDrawingSheetViewListGet	zwapi_drawing_sheet.h	165		ZW_API_C ezwErrors ZwDrawingSheetViewListGet(const szwEntityHandle *sheet, ezwDrawingViewType type, int *count, szwEntityHandle **viewList);
ZwDrawingSymbolHoleMarkCreate	zwapi_drawing_symbol.h	74		ZW_API_C ezwErrors ZwDrawingSymbolHoleMarkCreate(szwDrawingSymbolHoleMark data, int *numberSymbol, szwEntityHandle **symbolList);
ZwDrawingSymbolHoleMarkInit	zwapi_drawing_symbol.h	42		ZW_API_C ezwErrors ZwDrawingSymbolHoleMarkInit(ezwDrawingSymbolHoleMarkType type, szwDrawingSymbolHoleMark *data);
ZwDrawingSymbolOLEObjectCreate	zwapi_drawing_symbol.h	100		ZW_API_C ezwErrors ZwDrawingSymbolOLEObjectCreate(const zwPath filePath, int linkFlag, const szwPoint2 *insertPoint, szwEntityHandle *symbolHandle);
ZwDrawingSymbolOLEObjectDataGet	zwapi_drawing_symbol.h	127		ZW_API_C ezwErrors ZwDrawingSymbolOLEObjectDataGet(szwEntityHandle symbolHandle, int *linkFlag, int size, char *filePath);
ZwDrawingSymbolOLEObjectExport	zwapi_drawing_symbol.h	159		ZW_API_C ezwErrors ZwDrawingSymbolOLEObjectExport(szwEntityHandle symbolHandle, const char *filePath);
ZwDrawingSymbolSurfaceFinishCreate	zwapi_drawing_symbol.h	272		ZW_API_C ezwErrors ZwDrawingSymbolSurfaceFinishCreate(szwDrawingSymbolSurfaceFinish data, szwEntityHandle *surfaceFinishHandle);
ZwDrawingSymbolSurfaceFinishInit	zwapi_drawing_symbol.h	247		ZW_API_C ezwErrors ZwDrawingSymbolSurfaceFinishInit(szwDrawingSymbolSurfaceFinish *data);
ZwDrawingSymbolWeldCreate	zwapi_drawing_symbol.h	212		ZW_API_C ezwErrors ZwDrawingSymbolWeldCreate(szwSymbolWeldData data, szwEntityHandle *symbolWeld);
ZwDrawingSymbolWeldDataGet	zwapi_drawing_symbol.h	302		ZW_API_C ezwErrors ZwDrawingSymbolWeldDataGet(szwEntityHandle symbolWeld, szwSymbolWeldData *data);
ZwDrawingSymbolWeldDataSet	zwapi_drawing_symbol.h	323		ZW_API_C ezwErrors ZwDrawingSymbolWeldDataSet(szwEntityHandle symbolWeld, szwSymbolWeldData data);
ZwDrawingSymbolWeldFree	zwapi_drawing_symbol.h	229		ZW_API_C ezwErrors ZwDrawingSymbolWeldFree(szwSymbolWeldData *data);
ZwDrawingSymbolWeldInit	zwapi_drawing_symbol.h	181		ZW_API_C ezwErrors ZwDrawingSymbolWeldInit(szwSymbolWeldData *data);
ZwDrawingTableAnnotationCreate	zwapi_drawing_table.h	194		ZW_API_C ezwErrors ZwDrawingTableAnnotationCreate(szwDrawingTableAnnotation data, szwEntityHandle *table, int *annotationNumber, szwEntityHandle **annotationList);
ZwDrawingTableAnnotationInit	zwapi_drawing_table.h	122		ZW_API_C ezwErrors ZwDrawingTableAnnotationInit(ezwDrawingTableType type, szwDrawingTableAnnotation *data);
ZwDrawingTableBOMCreate	zwapi_drawing_table.h	97		ZW_API_C ezwErrors ZwDrawingTableBOMCreate(szwDrawingBOMData data, szwEntityHandle *BOMHandle);
ZwDrawingTableBOMInit	zwapi_drawing_table.h	39		ZW_API_C ezwErrors ZwDrawingTableBOMInit(szwDrawingBOMData *data);
ZwDrawingTableBOMReferenceViewGet	zwapi_drawing_table.h	222		ZW_API_C ezwErrors ZwDrawingTableBOMReferenceViewGet(szwEntityHandle BOMHandle, szwEntityHandle *viewHandle);
ZwDrawingView3DOriginalPointGet	zwapi_drawing_view.h	909		ZW_API_C ezwErrors ZwDrawingView3DOriginalPointGet(szwEntityHandle viewHandle, szwPoint2 *point, szwEntityHandle *projectionOriginalPoint);
ZwDrawingViewAlignedSectionCreate	zwapi_drawing_view.h	60		ZW_API_C ezwErrors ZwDrawingViewAlignedSectionCreate(szwAlignSectionViewData alignSectionViewData, szwEntityHandle *viewHandle);
ZwDrawingViewAlignedSectionCreateInit	zwapi_drawing_view.h	36		ZW_API_C ezwErrors ZwDrawingViewAlignedSectionCreateInit(szwAlignSectionViewData *data);
ZwDrawingViewAlignmentStateGet	zwapi_drawing_view.h	1614		ZW_API_C ezwErrors ZwDrawingViewAlignmentStateGet(szwEntityHandle viewHandle, int *align);
ZwDrawingViewAlignmentStateSet	zwapi_drawing_view.h	1650		ZW_API_C ezwErrors ZwDrawingViewAlignmentStateSet(szwEntityHandle viewHandle, int align);
ZwDrawingViewAttributeGet	zwapi_drawing_view.h	523		ZW_API_C ezwErrors ZwDrawingViewAttributeGet(const szwEntityHandle *viewHandle, szwViewAttribute *data);
ZwDrawingViewAttributeSet	zwapi_drawing_view.h	563		ZW_API_C ezwErrors ZwDrawingViewAttributeSet(const szwEntityHandle *viewHandle, szwViewAttribute data);
ZwDrawingViewAutoLoadGeometryGet	zwapi_drawing_view.h	1268		ZW_API_C ezwErrors ZwDrawingViewAutoLoadGeometryGet(int *option);
ZwDrawingViewAutoLoadGeometrySet	zwapi_drawing_view.h	1288		ZW_API_C ezwErrors ZwDrawingViewAutoLoadGeometrySet(int option);
ZwDrawingViewAuxiliaryCreate	zwapi_drawing_view.h	107		ZW_API_C ezwErrors ZwDrawingViewAuxiliaryCreate(szwAuxiliaryViewData data, szwEntityHandle *viewHandle);
ZwDrawingViewAuxiliaryCreateInit	zwapi_drawing_view.h	77		ZW_API_C ezwErrors ZwDrawingViewAuxiliaryCreateInit(szwAuxiliaryViewData *data);
ZwDrawingViewBreakLineCreate	zwapi_drawing_view.h	153		ZW_API_C ezwErrors ZwDrawingViewBreakLineCreate(szwBreakLineData data, szwEntityHandle *breakLineHandle);
ZwDrawingViewBreakLineCreateInit	zwapi_drawing_view.h	124		ZW_API_C ezwErrors ZwDrawingViewBreakLineCreateInit(szwBreakLineData *data);
ZwDrawingViewBrokenSectionCreate	zwapi_drawing_view.h	253		ZW_API_C ezwErrors ZwDrawingViewBrokenSectionCreate(szwDrawingBrokenSectionData data, szwEntityHandle *viewHandle);
ZwDrawingViewBrokenSectionCreateInit	zwapi_drawing_view.h	216		ZW_API_C ezwErrors ZwDrawingViewBrokenSectionCreateInit(szwDrawingBrokenSectionData *data);
ZwDrawingViewChildViewListGet	zwapi_drawing_view.h	483		ZW_API_C ezwErrors ZwDrawingViewChildViewListGet(szwEntityHandle viewHandle, int *count, szwEntityHandle **viewList);
ZwDrawingViewDetailCreate	zwapi_drawing_view.h	199		ZW_API_C ezwErrors ZwDrawingViewDetailCreate(szwDrawingDetailData data, szwEntityHandle *viewHandle);
ZwDrawingViewDetailCreateInit	zwapi_drawing_view.h	170		ZW_API_C ezwErrors ZwDrawingViewDetailCreateInit(szwDrawingDetailData *data);
ZwDrawingViewDimensionListGet	zwapi_drawing_view.h	1082		ZW_API_C ezwErrors ZwDrawingViewDimensionListGet(szwEntityHandle viewHandle, ezwViewDimensionType type, int *count, szwEntityHandle **dimensions);
ZwDrawingViewDiscreteProjectionGet	zwapi_drawing_view.h	1155		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionGet(int *option);
ZwDrawingViewDiscreteProjectionQualityGet	zwapi_drawing_view.h	1188		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionQualityGet(ezwDrawingDiscreteProjectionQuality *quality);
ZwDrawingViewDiscreteProjectionQualitySet	zwapi_drawing_view.h	1207		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionQualitySet(ezwDrawingDiscreteProjectionQuality quality);
ZwDrawingViewDiscreteProjectionSet	zwapi_drawing_view.h	1173		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionSet(int option);
ZwDrawingViewDiscreteProjectionStateGet	zwapi_drawing_view.h	1234		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionStateGet(szwEntityHandle viewHandle,
ZwDrawingViewDiscreteProjectionWait	zwapi_drawing_view.h	1140		ZW_API_C ezwErrors ZwDrawingViewDiscreteProjectionWait();
ZwDrawingViewDottedBorderGet	zwapi_drawing_view.h	335		ZW_API_C ezwErrors ZwDrawingViewDottedBorderGet(szwEntityHandle viewHandle, szwDrawingDottedBorder *coordinate);
ZwDrawingViewEntityAssociate	zwapi_drawing_view.h	442		ZW_API_C ezwErrors ZwDrawingViewEntityAssociate(szwEntityHandle viewHandle, int count, const szwEntityHandle *entityList);
ZwDrawingViewEntityDisassociate	zwapi_drawing_view.h	1577		ZW_API_C ezwErrors ZwDrawingViewEntityDisassociate(int count, const szwEntityHandle *entityList);
ZwDrawingViewFullSectionCreate	zwapi_drawing_view.h	299		ZW_API_C ezwErrors ZwDrawingViewFullSectionCreate(szwFullSectionViewData data, szwEntityHandle *viewHandle);
ZwDrawingViewFullSectionCreateInit	zwapi_drawing_view.h	268		ZW_API_C ezwErrors ZwDrawingViewFullSectionCreateInit(szwFullSectionViewData *data);
ZwDrawingViewGeometryListGet	zwapi_drawing_view.h	394		ZW_API_C ezwErrors ZwDrawingViewGeometryListGet(szwEntityHandle viewHandle, ezwDrawingGeometryType option, int *countGeometry, szwEntityHandle **geometryList);
ZwDrawingViewGeometryReferenceEntityGet	zwapi_drawing_view.h	370		ZW_API_C ezwErrors ZwDrawingViewGeometryReferenceEntityGet(szwEntityHandle geometryHandle, int fileNameBytes, char *fileName, int partNameBytes, char *partName,
ZwDrawingViewLineAttributeGet	zwapi_drawing_view.h	1425		ZW_API_C ezwErrors ZwDrawingViewLineAttributeGet(const szwEntityHandle *viewHandle, ezwViewLineType lineType, szwLineAttribute *lineAttr, szwViewObjectLayerData *layer);
ZwDrawingViewLineAttributeSet	zwapi_drawing_view.h	1469		ZW_API_C ezwErrors ZwDrawingViewLineAttributeSet(const szwEntityHandle *viewHandle, ezwViewLineType lineType, const szwLineAttribute *lineAttr, const szwViewObjectLayerData *layer);
ZwDrawingViewLocationLockGet	zwapi_drawing_view.h	1541		ZW_API_C ezwErrors ZwDrawingViewLocationLockGet(szwEntityHandle viewHandle, int *lock);
ZwDrawingViewLocationLockSet	zwapi_drawing_view.h	1505		ZW_API_C ezwErrors ZwDrawingViewLocationLockSet(szwEntityHandle viewHandle, int lock);
ZwDrawingViewLocationPointGet	zwapi_drawing_view.h	1039		ZW_API_C ezwErrors ZwDrawingViewLocationPointGet(szwEntityHandle viewHandle, szwPoint2 *point);
ZwDrawingViewMethodGet	zwapi_drawing_view.h	975		ZW_API_C ezwErrors ZwDrawingViewMethodGet(szwEntityHandle viewHandle, ezwDrawingViewMethod *method);
ZwDrawingViewOrientationFromParentGet	zwapi_drawing_view.h	1317		ZW_API_C ezwErrors ZwDrawingViewOrientationFromParentGet(szwEntityHandle viewHandle, int *isFromParent);
ZwDrawingViewOrientationFromParentSet	zwapi_drawing_view.h	1345		ZW_API_C ezwErrors ZwDrawingViewOrientationFromParentSet(szwEntityHandle viewHandle, int isFromParent);
