funzione	header	riga	deprecated	firma
ZwPicksetEntityDelete	zwapi_pickset.h	251		ZW_API_C ezwErrors ZwPicksetEntityDelete(szwEntityHandle picksetHandle, int entityCount, const szwEntityHandle *entityList);
ZwPicksetInformationGet	zwapi_pickset.h	57		ZW_API_C ezwErrors ZwPicksetInformationGet(szwEntityHandle picksetHandle, int namelength, char *pickSetName, int *pickSetCount, szwEntityHandle **entityList);
ZwPicksetListGet	zwapi_pickset.h	88		ZW_API_C ezwErrors ZwPicksetListGet(int *pickSetCount, szwEntityHandle **picksetHandles);
ZwPicksetRename	zwapi_pickset.h	175		ZW_API_C ezwErrors ZwPicksetRename(const zwString32 pickSetName, szwEntityHandle picksetHandle);
ZwPlaneProjectPointGetByDirection	zwapi_point.h	401		ZW_API_C ezwErrors ZwPlaneProjectPointGetByDirection(szwPoint planePoint, szwVector planeNormal, szwPoint point, const szwVector *projectDirection, szwPoint *projectPoint, int *isParallelOrOnPlane);
ZwPluginDataInit	zwapi_global_apply.h	801		ZW_API_C ezwErrors ZwPluginDataInit(const char *libraryPath, szwPluginData *pluginData);
ZwPluginListGet	zwapi_global_apply.h	900		ZW_API_C ezwErrors ZwPluginListGet(int *count, szwPluginData **pluginList);
ZwPluginLoad	zwapi_global_apply.h	839		ZW_API_C ezwErrors ZwPluginLoad(szwPluginData pluginData);
ZwPluginUnload	zwapi_global_apply.h	869		ZW_API_C ezwErrors ZwPluginUnload(const char *libraryName);
ZwPointDistanceGet	zwapi_point.h	192		ZW_API_C ezwErrors ZwPointDistanceGet(szwPoint point1, szwPoint point2, double *distance);
ZwPointGetByPick	zwapi_point.h	70		ZW_API_C ezwErrors ZwPointGetByPick(const char *prompt, ezwPointInputOption option, int emptyOk, szwPoint *point, szwEntityHandle *handle);
ZwPointListGet	zwapi_point.h	45		ZW_API_C ezwErrors ZwPointListGet(int *count, szwEntityHandle **pointList);
ZwPointListTransform	zwapi_matrix.h	517		ZW_API_C ezwErrors ZwPointListTransform(szwMatrix inputMatrix, int count, szwPoint *points);
ZwPointOnEntityCheck	zwapi_point.h	462		ZW_API_C ezwErrors ZwPointOnEntityCheck(szwEntityHandle entityHandle, szwPoint point, ezwPointLocation *pointLocation);
ZwPointPolygonTriangulation	zwapi_point.h	168		ZW_API_C ezwErrors ZwPointPolygonTriangulation(int pointCount, const szwPoint *pointList, int *vertexCount, int **vertexList);
ZwPointTransform	zwapi_matrix.h	491		ZW_API_C ezwErrors ZwPointTransform(szwMatrix inputMatrix, szwPoint *point);
ZwPointTranslateByDistance	zwapi_point.h	121		ZW_API_C ezwErrors ZwPointTranslateByDistance(szwPoint *point, szwVector vector, double distance);
ZwPreEdgeDifferentiate	zwapi_preedge.h	103		ZW_API_C ezwErrors ZwPreEdgeDifferentiate(szwEntityHandle preedgeHandle, double t, int level, szwCurveDerivative *evaluation);
ZwPreEdgePointDistanceGet	zwapi_preedge.h	58		ZW_API_C ezwErrors ZwPreEdgePointDistanceGet(szwEntityHandle preEdgeHandle, szwPoint point, double *T, szwPoint *targetPoint, double *distance);
ZwPreferenceComponentLightSourcesModeGet	zwapi_global_apply.h	1350		ZW_API_C ezwErrors ZwPreferenceComponentLightSourcesModeGet(int *isUseLightSource);
ZwPreferenceComponentLightSourcesModeSet	zwapi_global_apply.h	1368		ZW_API_C ezwErrors ZwPreferenceComponentLightSourcesModeSet(int isUseLightSource);
ZwPreferenceFreeEdgeDisplayModeGet	zwapi_global_apply.h	1314		ZW_API_C ezwErrors ZwPreferenceFreeEdgeDisplayModeGet(int *isShowFreeEdge);
ZwPreferenceFreeEdgeDisplayModeSet	zwapi_global_apply.h	1332		ZW_API_C ezwErrors ZwPreferenceFreeEdgeDisplayModeSet(int isShowFreeEdge);
ZwPreferenceToleranceGet	zwapi_global_apply.h	1277		ZW_API_C ezwErrors ZwPreferenceToleranceGet(double *value, int size, char *unitName);
ZwPreferenceToleranceSet	zwapi_global_apply.h	1296		ZW_API_C ezwErrors ZwPreferenceToleranceSet(double value, const char *unitName);
ZwPreferenceUnitsSystemGet	zwapi_global_apply.h	1390		ZW_API_C ezwErrors ZwPreferenceUnitsSystemGet(ezwUnitSystem *unitSystem, int *countUnits, szwUnitInformation **unitList);
ZwPreferenceUnitsSystemSet	zwapi_global_apply.h	1407		ZW_API_C ezwErrors ZwPreferenceUnitsSystemSet(ezwUnitSystem unitSystem);
ZwProfileModuleNameRegister	zwapi_global_apply.h	1038		ZW_API_C ezwErrors ZwProfileModuleNameRegister(const char *moduleName);
ZwRayComponentIntersectWithRadius	zwapi_intersection.h	117		ZW_API_C ezwErrors ZwRayComponentIntersectWithRadius(const szwEntityHandle *component, ezwFaceTrim faceTrim, int onlyVisible, szwAxis ray, int infinite, double radius, double length, int *count, szwIntersectionPoint **in
ZwRayShapeIntersect	zwapi_intersection.h	68		ZW_API_C ezwErrors ZwRayShapeIntersect(int nShapes, const szwEntityHandle *shapes, ezwFaceTrim faceTrim, szwAxis ray, int infinite, double length, int *count, szwIntersectionPoint **intersectionPoints);
ZwReadyTextDataFree	zwapi_sketch_wireframe.h	199		ZW_API_C ezwErrors ZwReadyTextDataFree(szwReadyText *readyText);
ZwReferenceCreate	zwapi_dataexchange.h	114		ZW_API_C ezwErrors ZwReferenceCreate(szwEntityHandle geometry, ezwReferenceCopyOption associativeCopy, szwEntityHandle *handle);
ZwResourceFileRegister	zwapi_global_apply.h	933		ZW_API_C ezwErrors ZwResourceFileRegister(const char *file);
ZwResourceFileUnregister	zwapi_global_apply.h	952		ZW_API_C ezwErrors ZwResourceFileUnregister(const char *file);
ZwResourcePathAdd	zwapi_global_apply.h	970		ZW_API_C ezwErrors ZwResourcePathAdd(const zwString512 path);
ZwResourcePathDelete	zwapi_global_apply.h	991		ZW_API_C ezwErrors ZwResourcePathDelete(const zwString512 path);
ZwResourcePathListGet	zwapi_global_apply.h	1014		ZW_API_C ezwErrors ZwResourcePathListGet(int *count, zwString512 **pathList);
ZwRotationalFaceAxisPointGet	zwapi_face.h	635		ZW_API_C ezwErrors ZwRotationalFaceAxisPointGet(szwSurface surface, szwPoint *startPoint, szwPoint *endPoint);
ZwSearchPathAdd	zwapi_file_path.h	796		ZW_API_C ezwErrors ZwSearchPathAdd(const zwString512 path);
ZwSearchPathDelete	zwapi_file_path.h	813		ZW_API_C ezwErrors ZwSearchPathDelete(const zwString512 path);
ZwSearchPathListGet	zwapi_file_path.h	836		ZW_API_C ezwErrors ZwSearchPathListGet(int *count, zwString512 **pathList);
ZwSectionViewCheck	zwapi_view.h	1028		ZW_API_C ezwErrors ZwSectionViewCheck(szwEntityHandle viewHandle, int *isSectionView);
ZwSectionViewComponentGet	zwapi_view.h	978		ZW_API_C ezwErrors ZwSectionViewComponentGet(szwEntityHandle viewHandle, int *countOfComponent, szwEntityHandle **componentHandles, ezwSectionViewComponentIsIncluded *isIncluded);
ZwSectionViewComponentSet	zwapi_view.h	1009		ZW_API_C ezwErrors ZwSectionViewComponentSet(szwEntityHandle viewHandle, int countOfComponent, const szwEntityHandle *componentHandles, ezwSectionViewComponentIsIncluded isIncluded);
ZwSectionViewCreate	zwapi_view.h	812		ZW_API_C ezwErrors ZwSectionViewCreate(szwSectionViewParameter sectionViewParameter, const zwString32 sectionViewName, szwEntityHandle *sectionViewHandle);
ZwSectionViewCurveAttributeGet	zwapi_view.h	1167		ZW_API_C ezwErrors ZwSectionViewCurveAttributeGet(szwCurveAttributes *data);
ZwSectionViewCurveAttributeSet	zwapi_view.h	1196		ZW_API_C ezwErrors ZwSectionViewCurveAttributeSet(szwCurveAttributes data);
ZwSectionViewDatumCurveListInsert	zwapi_view.h	1227		ZW_API_C ezwErrors ZwSectionViewDatumCurveListInsert(szwEntityHandle sectionViewHandle);
ZwSectionViewDatumPlaneInsert	zwapi_view.h	884		ZW_API_C ezwErrors ZwSectionViewDatumPlaneInsert(szwEntityHandle sectionViewHandle);
ZwSectionViewDirectionReverse	zwapi_view.h	660		ZW_API_C ezwErrors ZwSectionViewDirectionReverse(szwEntityHandle sectionViewHandle);
ZwSectionViewGlobalDisplayControlGet	zwapi_view.h	1143		ZW_API_C ezwErrors ZwSectionViewGlobalDisplayControlGet(szwControlGlobalAttributes *data);
ZwSectionViewGlobalDisplayControlSet	zwapi_view.h	1090		ZW_API_C ezwErrors ZwSectionViewGlobalDisplayControlSet(szwControlGlobalAttributes data);
ZwSectionViewListGet	zwapi_view.h	628		ZW_API_C ezwErrors ZwSectionViewListGet(int *countOfSectionView, szwEntityHandle **sectionViews);
ZwSectionViewLocalDisplayControlGet	zwapi_view.h	1119		ZW_API_C ezwErrors ZwSectionViewLocalDisplayControlGet(szwEntityHandle sectionViewHandle, szwControlLocalAttributes *data);
ZwSectionViewLocalDisplayControlSet	zwapi_view.h	1061		ZW_API_C ezwErrors ZwSectionViewLocalDisplayControlSet(szwEntityHandle sectionViewHandle, szwControlLocalAttributes data);
ZwSectionViewNameGet	zwapi_view.h	597		ZW_API_C ezwErrors ZwSectionViewNameGet(szwEntityHandle sectionViewHandle, int nameLength, char *sectionViewName);
ZwSectionViewNameSet	zwapi_view.h	565		ZW_API_C ezwErrors ZwSectionViewNameSet(szwEntityHandle sectionViewHandle, const zwString32 newName);
ZwSectionViewOnStateGet	zwapi_view.h	836		ZW_API_C ezwErrors ZwSectionViewOnStateGet(ezwSectionViewIsOn *isSectionOn);
ZwSectionViewOnStateSet	zwapi_view.h	860		ZW_API_C ezwErrors ZwSectionViewOnStateSet(ezwSectionViewIsOn isSectionOn);
ZwSectionViewParameterGet	zwapi_view.h	722		ZW_API_C ezwErrors ZwSectionViewParameterGet(szwEntityHandle sectionViewHandle, szwSectionViewParameter *sectionViewParameter);
ZwSectionViewParameterInit	zwapi_view.h	746		ZW_API_C ezwErrors ZwSectionViewParameterInit(szwSectionViewParameter *sectionViewParameter);
ZwSectionViewParameterSet	zwapi_view.h	944		ZW_API_C ezwErrors ZwSectionViewParameterSet(szwEntityHandle sectionViewHandle, szwSectionViewParameter sectionViewParameter);
ZwSectionViewUpdate	zwapi_view.h	1208		ZW_API_C ezwErrors ZwSectionViewUpdate();
ZwShapeEdgeListGet	zwapi_shape.h	124		ZW_API_C ezwErrors ZwShapeEdgeListGet(szwEntityHandle shapeHandle, int *count, szwEntityHandle **edgeList);
ZwShapeEdgeSewAll	zwapi_shape.h	75		ZW_API_C ezwErrors ZwShapeEdgeSewAll(double tolerance, int *openEdgesCount, double *maxGap);
ZwShapeFaceListGet	zwapi_shape.h	101		ZW_API_C ezwErrors ZwShapeFaceListGet(szwEntityHandle shapeHandle, int *count, szwEntityHandle **faceList);
ZwShapeInterferenceCheck	zwapi_shape.h	275		ZW_API_C ezwErrors ZwShapeInterferenceCheck(szwEntityHandle shapeA, szwEntityHandle shapeB, int saveGeomtry, int *interferenceCount, szwEntityHandle **interferenceShapes, double *totalVolume);
ZwShapeInterferenceTypeGet	zwapi_shape.h	245		ZW_API_C ezwErrors ZwShapeInterferenceTypeGet(szwEntityHandle shapeA, szwEntityHandle shapeB, ezwInterferenceType *type);
ZwShapeInternalAreaGet	zwapi_shape.h	216		ZW_API_C ezwErrors ZwShapeInternalAreaGet(szwEntityHandle shapeHandle, double *area);
ZwShapeListGet	zwapi_shape.h	42		ZW_API_C ezwErrors ZwShapeListGet(int *count, szwEntityHandle **shapes);
ZwShapeOpenCheck	zwapi_shape.h	187		ZW_API_C ezwErrors ZwShapeOpenCheck(szwEntityHandle shape, int *isOpen);
ZwShapeThicknessGet	zwapi_shape.h	167		ZW_API_C ezwErrors ZwShapeThicknessGet(szwEntityHandle shape, int faceCount, const szwEntityHandle *faces, ezwPartThicknessMethods method, double *minimum, double *maximum);
ZwSheetMetalAttributeGet	zwapi_sheet_metal.h	35		ZW_API_C ezwErrors ZwSheetMetalAttributeGet(szwSheetMetalAttribute *attribute);
ZwSheetMetalAttributeSet	zwapi_sheet_metal.h	62		ZW_API_C ezwErrors ZwSheetMetalAttributeSet(szwSheetMetalAttribute attribute);
ZwSheetMetalFaceSideAndThickFind	zwapi_sheet_metal.h	174		ZW_API_C ezwErrors ZwSheetMetalFaceSideAndThickFind(szwEntityHandle seedFace, szwSheetMetalFaceFindData *resultData);
ZwSheetMetalFaceSideAndThickFree	zwapi_sheet_metal.h	191		ZW_API_C ezwErrors ZwSheetMetalFaceSideAndThickFree(szwSheetMetalFaceFindData *resultData);
ZwSheetMetalFlangeInterferenceCheck	zwapi_sheet_metal.h	222		ZW_API_C ezwErrors ZwSheetMetalFlangeInterferenceCheck(int shapeCount, const szwEntityHandle *shapeList, int *faceCount, szwEntityHandle **faceList);
ZwSheetMetalFlangeProfileCorrection	zwapi_sheet_metal.h	134		ZW_API_C ezwErrors ZwSheetMetalFlangeProfileCorrection(szwEntityHandle sketch, szwEntityHandle edge, double angle);
ZwSheetMetalFoldStateGet	zwapi_sheet_metal.h	245		ZW_API_C ezwErrors ZwSheetMetalFoldStateGet(szwEntityHandle shapeHandle, ezwSheetMetalFoldStatus *status);
ZwSketch2DCurveListGet	zwapi_sketch_general.h	208		ZW_API_C ezwErrors ZwSketch2DCurveListGet(const szwEntityHandle *sketchHandle, int *countGeometry, szwEntityHandle **geometryList);
ZwSketch3DCurveListGet	zwapi_sk3d_objs.h	59		ZW_API_C ezwErrors ZwSketch3DCurveListGet(szwEntityHandle sketch, int *count, szwEntityHandle **curves);
ZwSketchActivate	zwapi_sketch_general.h	164		ZW_API_C ezwErrors ZwSketchActivate(const szwEntityHandle *sketchHandle, int updateGUI);
ZwSketchAngularDimensionCreate	zwapi_sketch_dimension.h	162		ZW_API_C ezwErrors ZwSketchAngularDimensionCreate(ezwSketchAngularDimensionType angularType, int count, const szwSketchDimensionPoint *dimensionPoint, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *d
ZwSketchArcCreateByThreePoints	zwapi_sketch_wireframe.h	66		ZW_API_C ezwErrors ZwSketchArcCreateByThreePoints(szwSketchArcCreateByThreePoints data, szwEntityHandle *entity);
ZwSketchArcCreateByThreePointsInit	zwapi_sketch_wireframe.h	39		ZW_API_C ezwErrors ZwSketchArcCreateByThreePointsInit(szwSketchArcCreateByThreePoints *data);
ZwSketchArcLengthDimensionCreate	zwapi_sketch_dimension.h	243		ZW_API_C ezwErrors ZwSketchArcLengthDimensionCreate(szwEntityHandle arcHandle, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle);
ZwSketchCancel	zwapi_sketch_general.h	181		ZW_API_C ezwErrors ZwSketchCancel();
ZwSketchCircleCreateByRadius	zwapi_sketch_wireframe.h	105		ZW_API_C ezwErrors ZwSketchCircleCreateByRadius(szwSketchCircleCreateByRadius data, szwEntityHandle *entity);
ZwSketchCircleCreateByRadiusInit	zwapi_sketch_wireframe.h	84		ZW_API_C ezwErrors ZwSketchCircleCreateByRadiusInit(szwSketchCircleCreateByRadius *data);
ZwSketchConstraintSolve	zwapi_sketch_constraint.h	37		ZW_API_C ezwErrors ZwSketchConstraintSolve();
ZwSketchConstraintStatusDataFree	zwapi_sketch_constraint.h	95		ZW_API_C ezwErrors ZwSketchConstraintStatusDataFree(szwSketchGeometryConstraintData *geometryData);
ZwSketchConstraintStatusGet	zwapi_sketch_constraint.h	78		ZW_API_C ezwErrors ZwSketchConstraintStatusGet(int solveConstraints, int *status, szwSketchGeometryConstraintData *geometryData);
ZwSketchCreateByData	zwapi_sketch_general.h	138		ZW_API_C ezwErrors ZwSketchCreateByData(szwSketchData sketchData, szwEntityHandle *sketch);
ZwSketchCreateByDataInit	zwapi_sketch_general.h	103		ZW_API_C ezwErrors ZwSketchCreateByDataInit(szwSketchData *sketchData);
ZwSketchCreateByMatrix	zwapi_sketch_general.h	88		ZW_API_C ezwErrors ZwSketchCreateByMatrix(szwMatrix matrix, szwEntityHandle *sketchHandle);
ZwSketchDimensionGeometryListGet	zwapi_sketch_dimension.h	370		ZW_API_C ezwErrors ZwSketchDimensionGeometryListGet(szwEntityHandle dimension, int *count, szwEntityHandle **geometryList);
ZwSketchDimensionListGet	zwapi_sketch_dimension.h	345		ZW_API_C ezwErrors ZwSketchDimensionListGet(int *count, szwEntityHandle **dimensionList);
ZwSketchDimensionPointGet	zwapi_sketch_dimension.h	463		ZW_API_C ezwErrors ZwSketchDimensionPointGet(szwEntityHandle dimensionHandle, int *count, szwSketchDimensionPoint **dimensionPoints);
ZwSketchDimensionReferenceStateGet	zwapi_sketch_dimension.h	506		ZW_API_C ezwErrors ZwSketchDimensionReferenceStateGet(szwEntityHandle dimension, int *state);
ZwSketchDimensionReferenceStateSet	zwapi_sketch_dimension.h	530		ZW_API_C ezwErrors ZwSketchDimensionReferenceStateSet(int count, const szwEntityHandle *dimensions, int state);
ZwSketchDimensionTypeGet	zwapi_sketch_dimension.h	422		ZW_API_C ezwErrors ZwSketchDimensionTypeGet(szwEntityHandle dimensionHandle, ezwSketchDimensionType *type, int *subtype);
ZwSketchDimensionWeakCheck	zwapi_sketch_dimension.h	483		ZW_API_C ezwErrors ZwSketchDimensionWeakCheck(szwEntityHandle dimensionHandle, int *isWeak);
ZwSketchGeneralTableListGet	zwapi_sketch_general.h	258		ZW_API_C ezwErrors ZwSketchGeneralTableListGet(const szwEntityHandle *sketchHandle, int *count, szwEntityHandle **tableList);
ZwSketchGeometryConstraintListGet	zwapi_sketch_constraint.h	120		ZW_API_C ezwErrors ZwSketchGeometryConstraintListGet(szwEntityHandle geometry, int *count, szwEntityHandle **constraintList);
ZwSketchGeometryDimensionListGet	zwapi_sketch_dimension.h	394		ZW_API_C ezwErrors ZwSketchGeometryDimensionListGet(szwEntityHandle geometry, int *count, szwEntityHandle **dimensionList);
ZwSketchLineCreateBy2DPoints	zwapi_sketch_wireframe.h	132		ZW_API_C ezwErrors ZwSketchLineCreateBy2DPoints(szwPoint2 startPoint, szwPoint2 endPoint, szwEntityHandle *lineHandle);
ZwSketchLinearDimensionCreate	zwapi_sketch_dimension.h	67		ZW_API_C ezwErrors ZwSketchLinearDimensionCreate(ezwSketchLinearDimensionType linearType, szwSketchDimensionPoint dimensionPoint1, szwSketchDimensionPoint dimensionPoint2, const szwPoint2 *textPoint, double dimensionValu
ZwSketchLinearOffsetDimensionCreate	zwapi_sketch_dimension.h	114		ZW_API_C ezwErrors ZwSketchLinearOffsetDimensionCreate(ezwSketchLinearOffsetDimensionType linearOffsetType, szwSketchDimensionPoint dimensionPoint1, szwSketchDimensionPoint dimensionPoint2, const szwPoint2 *textPoint, do
ZwSketchListGet	zwapi_sketch_general.h	52		ZW_API_C ezwErrors ZwSketchListGet(int *countSketch, szwEntityHandle **sketchList);
ZwSketchPatternConstraintDataGet	zwapi_sketch_constraint.h	140		ZW_API_C ezwErrors ZwSketchPatternConstraintDataGet(szwEntityHandle constraint, szwSketchPatternData *patternData);
ZwSketchPerimeterDimensionCreate	zwapi_sketch_dimension.h	318		ZW_API_C ezwErrors ZwSketchPerimeterDimensionCreate(szwPerimeterDimensionData data, szwEntityHandle *dimensionHandle);
ZwSketchRadialDimensionCreate	zwapi_sketch_dimension.h	203		ZW_API_C ezwErrors ZwSketchRadialDimensionCreate(ezwSketchRadialDimensionType radialType, szwEntityHandle arcHandle, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle);
ZwSketchReadyTextCreate	zwapi_sketch_wireframe.h	181		ZW_API_C ezwErrors ZwSketchReadyTextCreate(szwReadyTextCreate data, szwEntityHandle *entityHandle);
ZwSketchReadyTextCreateInit	zwapi_sketch_wireframe.h	152		ZW_API_C ezwErrors ZwSketchReadyTextCreateInit(ezwReadyTextMethods method, szwReadyTextCreate *data);
ZwSketchReadyTextDataGet	zwapi_sketch_wireframe.h	223		ZW_API_C ezwErrors ZwSketchReadyTextDataGet(szwEntityHandle readyTextHandle, szwReadyText *readyText);
ZwSketchReadyTextOutlineListGet	zwapi_sketch_wireframe.h	249		ZW_API_C ezwErrors ZwSketchReadyTextOutlineListGet(szwEntityHandle readyTextHandle, int *count, szwEntityHandle **outlines);
ZwSketchSymbolImageCreate	zwapi_sketch_dimension.h	585		ZW_API_C ezwErrors ZwSketchSymbolImageCreate(szwSymbolImage data, int embed, szwEntityHandle *imageHandle);
ZwSketchSymbolImageInit	zwapi_sketch_dimension.h	631		ZW_API_C ezwErrors ZwSketchSymbolImageInit(szwSymbolImage *data);
ZwSketchSymbolImageListGet	zwapi_sketch_dimension.h	614		ZW_API_C ezwErrors ZwSketchSymbolImageListGet(int *count, szwEntityHandle **imageList);
ZwSketchSymmetryDimensionCreate	zwapi_sketch_dimension.h	291		ZW_API_C ezwErrors ZwSketchSymmetryDimensionCreate(ezwSketchSymmetryDimensionType symmetryType, szwSketchDimensionPoint dimensionPoint, szwEntityHandle centerLineHandle, const szwPoint2 *textPoint, double dimensionValue,
ZwSketchTextListGet	zwapi_sketch_general.h	233		ZW_API_C ezwErrors ZwSketchTextListGet(const szwEntityHandle *sketchHandle, int *textCount, szwEntityHandle **textHandles);
ZwStandardAttributeDateSet	zwapi_attribute.h	179		ZW_API_C ezwErrors ZwStandardAttributeDateSet(ezwDateFormat dateFormat);
ZwStandardAttributeGet	zwapi_attribute.h	122		ZW_API_C ezwErrors ZwStandardAttributeGet(ezwStandardAttributeItem attributeItem, int size, char *attribute);
ZwStandardAttributeSet	zwapi_attribute.h	155		ZW_API_C ezwErrors ZwStandardAttributeSet(ezwStandardAttributeItem attributeItem, const char *attribute);
ZwSurfaceDataFree	zwapi_face.h	80		ZW_API_C ezwErrors ZwSurfaceDataFree(szwSurface *data);
ZwTableAttributeGet	zwapi_table.h	669		ZW_API_C ezwErrors ZwTableAttributeGet(szwEntityHandle table, szwTableAttribute *tableAttribute, szwTableTextAttribute *textAttribute);
ZwTableAttributeSet	zwapi_table.h	712		ZW_API_C ezwErrors ZwTableAttributeSet(szwEntityHandle table, const szwTableAttribute *tableAttribute, const szwTableTextAttribute *textAttribute, int updateAllCell);
ZwTableCellAttributeGet	zwapi_table.h	580		ZW_API_C ezwErrors ZwTableCellAttributeGet(szwEntityHandle table, int row, int column, szwTableCellAttribute *cellAttribute, szwTableTextAttribute *textAttribute);
ZwTableCellAttributeSet	zwapi_table.h	628		ZW_API_C ezwErrors ZwTableCellAttributeSet(szwEntityHandle table, int row, int column, const szwTableCellAttribute *cellAttribute, const szwTableTextAttribute *textAttribute);
ZwTableCellDataTypeGet	zwapi_table.h	370		ZW_API_C ezwErrors ZwTableCellDataTypeGet(szwEntityHandle table, int row, int column, ezwTableCellDataType *dataType);
ZwTableCellDataTypeSet	zwapi_table.h	395		ZW_API_C ezwErrors ZwTableCellDataTypeSet(szwEntityHandle table, int row, int column, ezwTableCellDataType dataType);
ZwTableCellMerge	zwapi_table.h	512		ZW_API_C ezwErrors ZwTableCellMerge(szwEntityHandle table, int startRow, int endRow, int startColumn, int endColumn);
ZwTableCellTextGet	zwapi_table.h	321		ZW_API_C ezwErrors ZwTableCellTextGet(szwEntityHandle table, int row, int column, char *text, int size);
ZwTableCellTextSet	zwapi_table.h	345		ZW_API_C ezwErrors ZwTableCellTextSet(szwEntityHandle table, int row, int column, const char *text);
ZwTableCellUnMerge	zwapi_table.h	537		ZW_API_C ezwErrors ZwTableCellUnMerge(szwEntityHandle table, int startRow, int endRow, int startColumn, int endColumn);
ZwTableColumnCountGet	zwapi_table.h	181		ZW_API_C ezwErrors ZwTableColumnCountGet(szwEntityHandle table, int *count);
ZwTableColumnDelete	zwapi_table.h	283		ZW_API_C ezwErrors ZwTableColumnDelete(szwEntityHandle table, int column);
ZwTableColumnInsert	zwapi_table.h	230		ZW_API_C ezwErrors ZwTableColumnInsert(szwEntityHandle table, int column);
ZwTableColumnWidthGet	zwapi_table.h	461		ZW_API_C ezwErrors ZwTableColumnWidthGet(szwEntityHandle table, int column, double *width);
ZwTableColumnWidthSet	zwapi_table.h	483		ZW_API_C ezwErrors ZwTableColumnWidthSet(szwEntityHandle table, int column, double width);
ZwTableInsert	zwapi_table.h	130		ZW_API_C ezwErrors ZwTableInsert(szwEntityHandle table, szwTableInsertData data);
ZwTableRowCountGet	zwapi_table.h	157		ZW_API_C ezwErrors ZwTableRowCountGet(szwEntityHandle table, int *count);
ZwTableRowDelete	zwapi_table.h	257		ZW_API_C ezwErrors ZwTableRowDelete(szwEntityHandle table, int row);
ZwTableRowHeightGet	zwapi_table.h	417		ZW_API_C ezwErrors ZwTableRowHeightGet(szwEntityHandle table, int row, double *height);
ZwTableRowHeightSet	zwapi_table.h	439		ZW_API_C ezwErrors ZwTableRowHeightSet(szwEntityHandle table, int row, double height);
ZwTableRowInsert	zwapi_table.h	207		ZW_API_C ezwErrors ZwTableRowInsert(szwEntityHandle table, int row);
ZwTemplateCommandListModeGet	zwapi_template_command.h	153		ZW_API_C ezwErrors ZwTemplateCommandListModeGet(const char *templateName, int idField, int *isList);
ZwTemplateCommandListModeSet	zwapi_template_command.h	176		ZW_API_C ezwErrors ZwTemplateCommandListModeSet(const char *templateName, int idField, int isList);
ZwTemplateCommandOptionsGet	zwapi_template_command.h	110		ZW_API_C ezwErrors ZwTemplateCommandOptionsGet(const char *templateName, int idField, int nBytes, char *optionsData);
ZwTemplateCommandOptionsSet	zwapi_template_command.h	129		ZW_API_C ezwErrors ZwTemplateCommandOptionsSet(const char *templateName, int idField, const char *optionsData);
ZwUiCommandIconGet	zwapi_ui_command.h	75		ZW_API_C ezwErrors ZwUiCommandIconGet(const char *command, char *icon, int size);
ZwUiCommandIconSet	zwapi_ui_command.h	92		ZW_API_C ezwErrors ZwUiCommandIconSet(const char *command, const char *icon);
ZwUiCommandStateGet	zwapi_ui_command.h	110		ZW_API_C ezwErrors ZwUiCommandStateGet(const char *command, ezwCommandStateType *state);
ZwUiCommandStateSet	zwapi_ui_command.h	127		ZW_API_C ezwErrors ZwUiCommandStateSet(const char *command, ezwCommandStateType state);
ZwUiCommandTextGet	zwapi_ui_command.h	39		ZW_API_C ezwErrors ZwUiCommandTextGet(const char *command, ezwCommandTextType type, char *text, int size);
ZwUiCommandTextSet	zwapi_ui_command.h	56		ZW_API_C ezwErrors ZwUiCommandTextSet(const char *command, const char *text);
ZwUiDrawbackBoxGroupFold	zwapi_ui_drawbackboxgroup.h	39		ZW_API_C ezwErrors ZwUiDrawbackBoxGroupFold(const char *form, int fieldIndex, int boxIndex, int fold);
ZwUiFileDialogHide	zwapi_ui_filedialog.h	32		ZW_API_C ezwErrors ZwUiFileDialogHide();
ZwUiFileDialogUnHide	zwapi_ui_filedialog.h	44		ZW_API_C ezwErrors ZwUiFileDialogUnHide();
ZwUiFormFocusGet	zwapi_ui_form.h	1365		ZW_API_C ezwErrors ZwUiFormFocusGet(const char *form, int *field);
ZwUiFormFocusSet	zwapi_ui_form.h	1387		ZW_API_C ezwErrors ZwUiFormFocusSet(const char *form, int field);
ZwUiFormImageSet	zwapi_ui_form.h	1343		ZW_API_C ezwErrors ZwUiFormImageSet(const char *form, int idField, const char *image, ezwFieldImageSettingOption option);
ZwUiFormItemGet	zwapi_ui_form.h	1280		ZW_API_C ezwErrors ZwUiFormItemGet(const char *form, int idField, int idItem, int nbytes, char *text);
ZwUiFormItemSet	zwapi_ui_form.h	1319		ZW_API_C ezwErrors ZwUiFormItemSet(const char *form, int idField, int idItem, const char *text);
ZwUiFormPositionSet	zwapi_ui_form.h	1416		ZW_API_C ezwErrors ZwUiFormPositionSet(const char *form, const char *relativeForm, szwPixel location, ezwFormMoveType type);
ZwUiListWidgetIconSet	zwapi_ui_listwidget.h	139		ZW_API_C ezwErrors ZwUiListWidgetIconSet(const char *form, int field, int row, szwIconInformation data);
