funzione	header	riga	deprecated	firma
ZwFeatureTextDataFree	zwapi_pmi.h	125		ezwErrors ZwFeatureTextDataFree(szwPMIText *data)
ZwFeatureTextDataGet	zwapi_pmi.h	119		ezwErrors ZwFeatureTextDataGet(szwEntityHandle text, szwPMIText *data)
ZwFeatureTextDataSet	zwapi_pmi.h	122		ezwErrors ZwFeatureTextDataSet(szwEntityHandle text, szwPMIText data)
ZwFeatureTextDiscreteDataFree	zwapi_pmi.h	167		ezwErrors ZwFeatureTextDiscreteDataFree(szwFeatureTextDiscreteData *data)
ZwFeatureTextDiscreteDataGet	zwapi_pmi.h	164		ezwErrors ZwFeatureTextDiscreteDataGet(szwEntityHandle annotationText, szwFeatureTextDiscreteData *data)
ZwFeatureTextInit	zwapi_pmi.h	113		ezwErrors ZwFeatureTextInit(szwPMIText *data)
ZwFeatureTextListGet	zwapi_pmi.h	128		ezwErrors ZwFeatureTextListGet(int *countText, szwEntityHandle **textList)
ZwFeatureTrimExtendCurveCreate	zwapi_feature_wireframe.h	63		ezwErrors ZwFeatureTrimExtendCurveCreate(szwTrimExtendCurve data, szwEntityHandle *feature)
ZwFeatureWireFramePlanarSectionCurvesCreate	zwapi_feature_wireframe.h	78		ezwErrors ZwFeatureWireFramePlanarSectionCurvesCreate(szwPlanarSectionData data, int *count, szwEntityHandle **curves)
ZwFeatureWireFrameTextCurvesGet	zwapi_feature_wireframe.h	69		ezwErrors ZwFeatureWireFrameTextCurvesGet(szwEntityHandle wireFrameText, int *count, szwEntityHandle **curves)
ZwFeatureWirePlanarSectionDataInit	zwapi_feature_wireframe.h	75		ezwErrors ZwFeatureWirePlanarSectionDataInit(szwPlanarSectionData *data)
ZwFeatureWireTextCreate	zwapi_feature_wireframe.h	60		ezwErrors ZwFeatureWireTextCreate(szwWireTextData data, szwEntityHandle *handle)
ZwFeatureWireTextDataInit	zwapi_feature_wireframe.h	57		ezwErrors ZwFeatureWireTextDataInit(szwWireTextData *data)
ZwFileAttributeDescriptionSet	zwapi_attribute.h	128		ezwErrors ZwFileAttributeDescriptionSet(zwString32 description)
ZwFileAttributeGet	zwapi_attribute.h	121		ezwErrors ZwFileAttributeGet(szwFileAttribute *data)
ZwFileBackGroundActivate	zwapi_file_general.h	20		ezwErrors ZwFileBackGroundActivate(const zwPath file, const zwRootName rootName)
ZwFileCustomDataDelete	zwapi_file_general.h	83		ezwErrors ZwFileCustomDataDelete(const zwString32 tagName, const char *data)
ZwFileCustomDataGet	zwapi_file_general.h	80		ezwErrors ZwFileCustomDataGet(const zwString32 tagName, int *countData, char ***dataList)
ZwFileCustomDataSet	zwapi_file_general.h	74		ezwErrors ZwFileCustomDataSet(const zwString32 tagName, const char *data)
ZwFileD3NExport	zwapi_file_general.h	101		ezwErrors ZwFileD3NExport(const zwPath filePath, const zwString256 fileName, const szwD3NExportOptions *options)
ZwFileD3NImport	zwapi_file_general.h	98		ezwErrors ZwFileD3NImport(const zwPath filePath, ezwFileImportTo importTo, const szwD3NImportOptions *options)
ZwFileDialogShow	zwapi_file_general.h	62		ezwErrors ZwFileDialogShow(ezwFileDialogType dialogType, int option, const char *dialogTitle, const char *directory, const char *filter, int *count, zwPath **list)
ZwFileECADIDFComponentExportableGet	zwapi_file.h	258		ezwErrors ZwFileECADIDFComponentExportableGet(szwEntityHandle datumCSYS, szwECADComponetCSYSPreviewData exportableData, int *canExport)
ZwFileECADIDFExportInit	zwapi_file.h	249		ezwErrors ZwFileECADIDFExportInit(const szwEntityHandle *datumCSYS, szwECADIDFExportOptions *options)
ZwFileECADIDFExportOptionFree	zwapi_file.h	252		ezwErrors ZwFileECADIDFExportOptionFree(szwECADIDFExportOptions *options)
ZwFileEcadIDFExport	zwapi_file.h	255		ezwErrors ZwFileEcadIDFExport(const zwString256 filePath, const zwString256 fileName, const szwECADIDFExportOptions *options)
ZwFileLinkInformationUpdate	zwapi_file_general.h	35		ezwErrors ZwFileLinkInformationUpdate(szwDocumentUpdateData data)
ZwFileLinkInformationUpdateWithoutModification	zwapi_file_general.h	38		ezwErrors ZwFileLinkInformationUpdateWithoutModification(szwDocumentUpdateData data)
ZwFileListRename	zwapi_file_general.h	44		ezwErrors ZwFileListRename(szwFileRenameData data)
ZwFileModifyFlagLock	zwapi_file_general.h	56		ezwErrors ZwFileModifyFlagLock(int state)
ZwFilePack	zwapi_file_general.h	131		ezwErrors ZwFilePack(int nFiles, const szwFilePackData *fileData, const zwPath packFolderPath, int zipFiles, const zwPath zipName)
ZwFilePackDataCheckStateSet	zwapi_file_general.h	125		ezwErrors ZwFilePackDataCheckStateSet(int nFiles, szwFilePackData *fileData, szwFilePackSearchOption searchOptions, int checkState)
ZwFilePackDataInit	zwapi_file_general.h	122		ezwErrors ZwFilePackDataInit(szwFilePackOption options, int *nFiles, szwFilePackData **fileData)
ZwFilePackNameReplace	zwapi_file_general.h	128		ezwErrors ZwFilePackNameReplace(int nFiles, szwFilePackData *fileData, const zwString256 searchText, const zwString256 replaceText, int ignoreCase, int renameSheetSameAsPart)
ZwFilePackOptionsInit	zwapi_file_general.h	116		ezwErrors ZwFilePackOptionsInit(szwFilePackOption *options)
ZwFileParentActivate	zwapi_file_general.h	14		ezwErrors ZwFileParentActivate()
ZwFilePrint	zwapi_file_general.h	110		ezwErrors ZwFilePrint(szwFilePrintData data)
ZwFilePrintInit	zwapi_file_general.h	104		ezwErrors ZwFilePrintInit(szwFilePrintData *data)
ZwFilePrintPreview	zwapi_file_general.h	113		ezwErrors ZwFilePrintPreview(szwFilePrintData data)
ZwFileProeImport	zwapi_file_general.h	92		ezwErrors ZwFileProeImport(const zwPath filePath, ezwFileImportTo importTo, szwProeImportOptions *options)
ZwFileProeImportInit	zwapi_file_general.h	86		ezwErrors ZwFileProeImportInit(szwProeImportOptions *options)
ZwFileReadOnlyStateGet	zwapi_file_general.h	23		ezwErrors ZwFileReadOnlyStateGet(const char *fileName, int *status)
ZwFileReadOnlyStateSet	zwapi_file_general.h	29		ezwErrors ZwFileReadOnlyStateSet(const char *fileName, int status)
ZwFileRenameLinkedFileListGet	zwapi_file_general.h	47		ezwErrors ZwFileRenameLinkedFileListGet(int includeSheet, int includeCAM, int *count, szwFileRootItem **fileList)
ZwFileShapeCompare	zwapi_file_general.h	68		ezwErrors ZwFileShapeCompare(const zwPath baseFileName, const zwRootName baseRootName, const zwPath compareFileName, const zwRootName compareRootName, szwFileShapeCompareData *data)
ZwFileTypeGet	zwapi_file_general.h	41		ezwErrors ZwFileTypeGet(const zwString512 fileName, ezwFileType *fileType)
ZwFileUnusedCloseAll	zwapi_file_general.h	50		ezwErrors ZwFileUnusedCloseAll()
ZwFileVaildExtensionCheck	zwapi_file_general.h	32		ezwErrors ZwFileVaildExtensionCheck(const char *fileName)
ZwFolderGet	zwapi_userinput.h	176	@deprecated	ezwErrors ZwFolderGet(const char *prompt, const char *defaultDirectory, int pathSize, char *path)
ZwGuiFormReactorIsRegistered	zwapi_global_apply.h	243		ezwErrors ZwGuiFormReactorIsRegistered(ezwGuiFormReactorType type, const zwString256 uniqueName, int *isRegistered)
ZwGuiFormReactorSet	zwapi_global_apply.h	237		ezwErrors ZwGuiFormReactorSet(ezwGuiFormReactorType type, szwGuiFormReactorData data)
ZwHarnessShapeListGet	zwapi_harness.h	13		ezwErrors ZwHarnessShapeListGet(const szwEntityHandle *harnessPartHandle, int *count, szwEntityHandle **shapeHandleList)
ZwHistoryClip	zwapi_history.h	22		ezwErrors ZwHistoryClip(ezwHistoryClipOption clipOption, int count, const szwEntityHandle *entityList)
ZwHistoryCommentCreate	zwapi_history.h	43		ezwErrors ZwHistoryCommentCreate(const char *text, szwEntityHandle *commentHandle)
ZwHistoryEntitySuppressStatusGet	zwapi_history.h	28		ezwErrors ZwHistoryEntitySuppressStatusGet(szwEntityHandle entityHandle, ezwSuppressStatus *status)
ZwHistoryEntityTemplateNameGet	zwapi_history.h	34		ezwErrors ZwHistoryEntityTemplateNameGet(szwEntityHandle entityHandle, int nbytes, char *templateName)
ZwHistoryListGet	zwapi_history.h	19		ezwErrors ZwHistoryListGet(ezwHistoryOperationGetType option, int *countHistory, szwEntityHandle **histList)
ZwHistoryListReorder	zwapi_history.h	40		ezwErrors ZwHistoryListReorder(int count, const szwEntityHandle *historyList)
ZwHistoryModelStopLinePositionGet	zwapi_history.h	46		ezwErrors ZwHistoryModelStopLinePositionGet(szwEntityHandle *handle)
ZwHistoryOperationDelete	zwapi_history.h	13		ezwErrors ZwHistoryOperationDelete(int count, szwEntityHandle *operations, ezwHistoryDeleteType operationsType)
ZwHistoryPaste	zwapi_history.h	25		ezwErrors ZwHistoryPaste(const szwEntityHandle *targetEntity)
ZwHistoryReorderByDrag	zwapi_history.h	37		ezwErrors ZwHistoryReorderByDrag(int count, const szwEntityHandle *historyList, ezwHistoryReorderLocation location, const szwEntityHandle *targetHandle)
ZwHistoryReplay	zwapi_history.h	52		ezwErrors ZwHistoryReplay(const szwEntityHandle *handle, ezwHistoryModelStopLinePosition position)
ZwHistoryUserAttributeDelete	zwapi_attribute.h	115		ezwErrors ZwHistoryUserAttributeDelete(szwEntityHandle historyHandle, int strictFlag, int count, const zwString64 *nameList)
ZwHistoryUserAttributeGet	zwapi_attribute.h	105		ezwErrors ZwHistoryUserAttributeGet(szwEntityHandle historyHandle, const zwString64 attributeName, int *count, szwUserAttribute **attributeList)
ZwHistoryUserAttributeSet	zwapi_attribute.h	112		ezwErrors ZwHistoryUserAttributeSet(szwEntityHandle historyHandle, int count, const szwUserAttribute *attributeList)
ZwIndexBarCreate	zwapi_display.h	246		ezwErrors ZwIndexBarCreate(double maxValue, double minValue, const szwIndexBarData *indexBarData)
ZwIndexBarOff	zwapi_display.h	249		ezwErrors ZwIndexBarOff()
ZwIntersectPointListFree	zwapi_intersection.h	22		ezwErrors ZwIntersectPointListFree(int *count, szwIntersectionPoint **intersectionPointsList)
ZwLCSMatrixGet	zwapi_datum.h	160		ezwErrors ZwLCSMatrixGet(szwMatrix *matrix)
ZwLayerCategoryActiveStateGet	zwapi_layer.h	102		ezwErrors ZwLayerCategoryActiveStateGet(ezwLayerCategoryType type, const char *name, int *state)
ZwLayerCategoryActiveStateSet	zwapi_layer.h	105		ezwErrors ZwLayerCategoryActiveStateSet(ezwLayerCategoryType type, const char *name, int state)
ZwLayerCategoryCreate	zwapi_layer.h	87		ezwErrors ZwLayerCategoryCreate(const char *name)
ZwLayerCategoryDelete	zwapi_layer.h	96		ezwErrors ZwLayerCategoryDelete(const char *name)
ZwLayerCategoryFrozenStateSet	zwapi_layer.h	117	@deprecated	ezwErrors ZwLayerCategoryFrozenStateSet(ezwLayerCategoryType type, const char *name, int frozen)
ZwLayerCategoryListGet	zwapi_layer.h	99		ezwErrors ZwLayerCategoryListGet(int *count, zwString256 **names)
ZwLayerCategoryNameSet	zwapi_layer.h	93		ezwErrors ZwLayerCategoryNameSet(const char *name, const char *newName)
ZwLayerCategoryVisibilitySet	zwapi_layer.h	111		ezwErrors ZwLayerCategoryVisibilitySet(ezwLayerCategoryType type, const char *name, int visible)
ZwLayerFrozenStateSetAll	zwapi_layer.h	114		ezwErrors ZwLayerFrozenStateSetAll(int frozen)
ZwLayerManagerRefresh	zwapi_layer.h	123	@deprecated	ezwErrors ZwLayerManagerRefresh()
ZwLayerRuleActiveStateGet	zwapi_layer.h	163		ezwErrors ZwLayerRuleActiveStateGet(int layerIndex, int *isActive)
ZwLayerRuleActiveStateSet	zwapi_layer.h	166		ezwErrors ZwLayerRuleActiveStateSet(int layerIndex, int isActive)
ZwLayerRuleCreate	zwapi_layer.h	141		ezwErrors ZwLayerRuleCreate(int layerIndex, szwLayerRuleData ruleData)
ZwLayerRuleDataGet	zwapi_layer.h	160		ezwErrors ZwLayerRuleDataGet(szwEntityHandle ruleHandle, szwLayerRuleData *ruleData)
ZwLayerRuleDataSet	zwapi_layer.h	154		ezwErrors ZwLayerRuleDataSet(int layerIndex, szwEntityHandle ruleHandle, szwLayerRuleData ruleData)
ZwLayerRuleDelete	zwapi_layer.h	148		ezwErrors ZwLayerRuleDelete(szwEntityHandle ruleHandle)
ZwLayerRuleListGet	zwapi_layer.h	157		ezwErrors ZwLayerRuleListGet(int layerIndex, int *count, szwEntityHandle **ruleHandles)
ZwLayerRulesDeleteAll	zwapi_layer.h	151		ezwErrors ZwLayerRulesDeleteAll(int layerIndex)
ZwLayerVisibilityRefresh	zwapi_layer.h	120	@deprecated	ezwErrors ZwLayerVisibilityRefresh()
ZwLayerVisibilitySetAll	zwapi_layer.h	108		ezwErrors ZwLayerVisibilitySetAll(int visible)
ZwLengthMeasureVariableCreate	zwapi_variable.h	64		ezwErrors ZwLengthMeasureVariableCreate(szwLengthMeasureVariableData data, const char *variableName, szwEntityHandle *variable)
ZwLibaryPublishByCurrentFile	zwapi_file_general.h	95		ezwErrors ZwLibaryPublishByCurrentFile(szwLibraryPublisherData data)
ZwLicenseActivatedFloatingDataGet	zwapi_license_manager.h	20		ezwErrors ZwLicenseActivatedFloatingDataGet(zwString64 ipAdrdress, zwString64 portNumber)
ZwLicenseStateGet	zwapi_license_manager.h	13		ezwErrors ZwLicenseStateGet(ezwLicenseState *state, ezwLicenseType *type)
ZwLineAttributeGet	zwapi_entity.h	149		ezwErrors ZwLineAttributeGet(szwEntityHandle lineHandle, szwLineAttribute *attribute)
ZwLineAttributeSet	zwapi_entity.h	152		ezwErrors ZwLineAttributeSet(szwLineAttribute attribute, int count, const szwEntityHandle *entityHandleList)
ZwLinkManagerAutoRegenGet	zwapi_linkmanager.h	21		ezwErrors ZwLinkManagerAutoRegenGet(int *status)
ZwLinkManagerAutoRegenSet	zwapi_linkmanager.h	18		ezwErrors ZwLinkManagerAutoRegenSet(int status)
ZwLinkManagerFileListGet	zwapi_linkmanager.h	13		ezwErrors ZwLinkManagerFileListGet(ezwLinkManagerFileType type, int *count, szwPartLinkManagerFileData **data)
ZwLinkManagerInformationGet	zwapi_linkmanager.h	24		ezwErrors ZwLinkManagerInformationGet(int *count, szwPartLinkManagerInformation **informationList)
ZwLoopEdgeListGet	zwapi_loop.h	13		ezwErrors ZwLoopEdgeListGet(szwEntityHandle loop, int *count, szwEntityHandle **edgeList)
ZwLoopFaceGet	zwapi_loop.h	25		ezwErrors ZwLoopFaceGet(szwEntityHandle loop, szwEntityHandle *face)
ZwLoopIsInner	zwapi_loop.h	22		ezwErrors ZwLoopIsInner(szwEntityHandle loop, int *isInner)
ZwLoopPreEdgeListGet	zwapi_loop.h	19		ezwErrors ZwLoopPreEdgeListGet(szwEntityHandle loop, int *count, szwEntityHandle **preEdgeList)
ZwMaterialAppearanceGet	zwapi_materiallibrary.h	79		ezwErrors ZwMaterialAppearanceGet(szwMaterialNameGroup materialNameGroup, szwMaterialAppearanceProperty *appearance)
ZwMaterialAppearanceSet	zwapi_materiallibrary.h	82		ezwErrors ZwMaterialAppearanceSet(szwMaterialNameGroup materialNameGroup, szwMaterialAppearanceProperty appearance)
ZwMaterialCustomizePropertyDelete	zwapi_materiallibrary.h	73		ezwErrors ZwMaterialCustomizePropertyDelete(szwMaterialNameGroup materialNameGroup, szwMaterialPropertyNameGroup materialPropertyGroup)
ZwMaterialCustomizePropertyGet	zwapi_materiallibrary.h	70		ezwErrors ZwMaterialCustomizePropertyGet(szwMaterialNameGroup materialNameGroup, szwMaterialCustomizeProperty *property)
ZwMaterialCustomizePropertyListGet	zwapi_materiallibrary.h	76		ezwErrors ZwMaterialCustomizePropertyListGet(szwMaterialNameGroup materialNameGroup, int *count, szwMaterialCustomizeProperty **properties)
ZwMaterialCustomizePropertySet	zwapi_materiallibrary.h	67		ezwErrors ZwMaterialCustomizePropertySet(szwMaterialNameGroup materialNameGroup, szwMaterialCustomizeProperty property)
ZwMaterialGeneralPropertyDelete	zwapi_materiallibrary.h	64		ezwErrors ZwMaterialGeneralPropertyDelete(szwMaterialNameGroup materialNameGroup, int count, const ezwMaterialProperty *properties)
ZwMaterialGeneralPropertyGet	zwapi_materiallibrary.h	55		ezwErrors ZwMaterialGeneralPropertyGet(szwMaterialNameGroup materialNameGroup, ezwMaterialProperty property, double *value, zwString64 unit, int bytes, char *description)
ZwMaterialGeneralPropertyListGet	zwapi_materiallibrary.h	61		ezwErrors ZwMaterialGeneralPropertyListGet(szwMaterialNameGroup materialNameGroup, int *count, szwMaterialGeneralProperty **properties)
ZwMaterialGeneralPropertyListSet	zwapi_materiallibrary.h	58		ezwErrors ZwMaterialGeneralPropertyListSet(szwMaterialNameGroup materialNameGroup, ezwUnitSystem unitSystem, int count, const szwMaterialGeneralProperty *properties)
ZwMaterialGeneralPropertySet	zwapi_materiallibrary.h	49		ezwErrors ZwMaterialGeneralPropertySet(szwMaterialNameGroup materialNameGroup, ezwMaterialProperty property, double value, ezwUnitSystem unitSystem, const char *description)
ZwMaterialLibraryCategoryCreate	zwapi_materiallibrary.h	25		ezwErrors ZwMaterialLibraryCategoryCreate(const char *libraryName, const char *categoryName)
ZwMaterialLibraryCategoryDelete	zwapi_materiallibrary.h	31		ezwErrors ZwMaterialLibraryCategoryDelete(const char *libraryName, const char *categoryName)
ZwMaterialLibraryCategoryListGet	zwapi_materiallibrary.h	34		ezwErrors ZwMaterialLibraryCategoryListGet(const char *libraryName, int *count, zwString512 **categoryList)
ZwMaterialLibraryCustomCreate	zwapi_materiallibrary.h	13		ezwErrors ZwMaterialLibraryCustomCreate(const char *libraryName)
ZwMaterialLibraryCustomDelete	zwapi_materiallibrary.h	19		ezwErrors ZwMaterialLibraryCustomDelete(const char *libraryName)
ZwMaterialLibraryListGet	zwapi_materiallibrary.h	22		ezwErrors ZwMaterialLibraryListGet(int *count, zwString512 **libraryList)
ZwMaterialLibraryMaterialCreate	zwapi_materiallibrary.h	37		ezwErrors ZwMaterialLibraryMaterialCreate(szwMaterialNameGroup materialNameGroup, double density, ezwDensityUnitType densityUnit)
ZwMaterialLibraryMaterialDelete	zwapi_materiallibrary.h	43		ezwErrors ZwMaterialLibraryMaterialDelete(szwMaterialNameGroup materialNameGroup)
ZwMaterialLibraryMaterialListGet	zwapi_materiallibrary.h	46		ezwErrors ZwMaterialLibraryMaterialListGet(const char *libraryName, const char *categoryName, int *count, zwString512 **materialList)
ZwMaterialListGet	zwapi_material.h	13		ezwErrors ZwMaterialListGet(int *materialCount, zwString256 **materialList)
ZwMathLinerSegmentPoint2Get	zwapi_point.h	71		ezwErrors ZwMathLinerSegmentPoint2Get(szwPoint2 startPoint, szwPoint2 endPoint, double factor, szwPoint2 *resultPoint)
ZwMathLinerSegmentPointGet	zwapi_point.h	74		ezwErrors ZwMathLinerSegmentPointGet(szwPoint startPoint, szwPoint endPoint, double factor, szwPoint *resultPoint)
ZwMathPlaneGetByPoint	zwapi_point.h	56		ezwErrors ZwMathPlaneGetByPoint(int pointCount, const szwPoint *pointList, szwVector *normal, double *D, int *location)
ZwMathPlanePointDistanceGet	zwapi_point.h	41		ezwErrors ZwMathPlanePointDistanceGet(szwPoint planePoint, szwVector planeNormal, szwPoint point, double *distance, szwPoint *projPoint)
ZwMathPlanePointGetByXYDistance	zwapi_point.h	68		ezwErrors ZwMathPlanePointGetByXYDistance(szwPoint planeOrigin, szwVector xAxis, szwVector yAxis, double xDistance, double yDistance, szwPoint *point)
ZwMatrix2Determinant	zwapi_matrix.h	69		ezwErrors ZwMatrix2Determinant(szwMatrix2 inputMatrix, double *matrixDeterminant)
ZwMatrix2Transpose	zwapi_matrix.h	75		ezwErrors ZwMatrix2Transpose(szwMatrix2 inputMatrix, szwMatrix2 *transposeMat)
ZwMatrix3Determinant	zwapi_matrix.h	72		ezwErrors ZwMatrix3Determinant(szwMatrix3 inputMatrix, double *matrixDeterminant)
ZwMatrix3Eigen	zwapi_matrix.h	14		ezwErrors ZwMatrix3Eigen(szwMatrix3 inputMatrix, double **values, szwVector **vectors)
ZwMatrix3ToMatrix4	zwapi_matrix.h	93		ezwErrors ZwMatrix3ToMatrix4(szwMatrix3 inputMatrix, szwMatrix *matrix4D)
ZwMatrix3Transpose	zwapi_matrix.h	78		ezwErrors ZwMatrix3Transpose(szwMatrix3 inputMatrix, szwMatrix3 *transposeMat)
ZwMatrixCoordinateSystemGet	zwapi_matrix.h	36		ezwErrors ZwMatrixCoordinateSystemGet(szwMatrix inputMatrix, szwPoint *origin, szwVector *xAxis, szwVector *yAxis, szwVector *zAxis)
ZwMatrixCrossProduct	zwapi_matrix.h	27		ezwErrors ZwMatrixCrossProduct(szwMatrix inputMatrix1, szwMatrix inputMatrix2, szwMatrix *resultMatrix)
ZwMatrixFullRankCheck	zwapi_matrix.h	114		ezwErrors ZwMatrixFullRankCheck(szwMatrix inputMatrix, int *isFullRank)
ZwMatrixGetByPointAndXYAxis	zwapi_matrix.h	33		ezwErrors ZwMatrixGetByPointAndXYAxis(szwPoint origin, szwVector xAxis, szwVector yAxis, szwMatrix *resultMatrix)
ZwMatrixGetByPointAndZAxis	zwapi_matrix.h	30		ezwErrors ZwMatrixGetByPointAndZAxis(szwPoint origin, szwVector zAxis, szwMatrix *resultMatrix)
ZwMatrixIdentityFlagRefresh	zwapi_matrix.h	45		ezwErrors ZwMatrixIdentityFlagRefresh(szwMatrix *inputMatrix)
ZwMatrixInit	zwapi_matrix.h	21		ezwErrors ZwMatrixInit(szwMatrix *inputMatrix)
